iso3_code,country,region,subregion,indicator,dimension,category,sex,age,year,unit_of_measurement,value,source
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,18.0,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,673.0,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,7900.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,18357.0,CTS
DEU,Germany,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,2608.0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,16.0,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,3041.0,NGO/CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,7819.0,CTS
EST,Estonia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,460.0,CTS
FRA,France,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,15239.0,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,92.0,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,4394.0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,37.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,165.0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,2810.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,1699.0,CTS
IRQ_C,Iraq (Central Iraq),Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,23.0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,0.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,692.0,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,487.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,488.0,CTS
MAR,Morocco,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,22217.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,15024.0,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,99.0,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,75.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,625.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,883.0,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,14709.0,CTS
PRI,Puerto Rico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,515.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,1762.0,CTS
ROU,Romania,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,1044.0,CTS
RUS,Russian Federation,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,80036.0,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,1722.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,1157.0,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,173.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,259.0,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,70979.0,CTS
USA,United States of America,Americas,Northern America,Persons held,by selected crime,Drug trafficking,Total,Total,2020,Counts,164300.0,CTS/NSO
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,1416.0,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,5870.0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,2.0,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,236.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,47.0,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,1218.0,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,21.0,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,818.0,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,9455.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,18357.0,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,464.0,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,2410.0,CTS
DEU,Germany,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,2298.0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,4.0,CTS
DOM,Dominican Republic,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,2345.0,NGO/CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,197.0,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,7509.0,CTS
EST,Estonia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,416.0,CTS
FRA,France,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,17546.0,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,505.0,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,2791.0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,24.0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,1466.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,166.0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,2816.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,4567.0,CTS
HRV,Croatia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,192.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,18999.0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,1.0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,0.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,768.0,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,432.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,462.0,CTS
MAR,Morocco,Africa,Northern Africa,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,23391.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,12715.0,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,71.0,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,141.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,669.0,CTS
NZL,New Zealand,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,718.0,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,14793.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,1723.0,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,4.0,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,1728.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,1281.0,CTS
SVN,Slovenia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,125.0,CTS
SWE,Sweden,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,269.0,CTS
THA,Thailand,Asia,South-eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,166693.0,CTS
TUR,Türkiye,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,77067.0,CTS
URY,Uruguay,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,2880.0,CTS
VAT,Holy See,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,0.0,CTS
VCT,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2021,Counts,18.0,CTS
ALB,Albania,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,1432.0,CTS
ARG,Argentina,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,6010.0,CTS
ATG,Antigua and Barbuda,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,0.0,CTS
AUS,Australia,Oceania,Australia and New Zealand,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,4532.0,CTS
BHS,Bahamas,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,113.0,CTS
BIH,Bosnia and Herzegovina,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,267.0,CTS
BLZ,Belize,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,36.0,CTS/MoI
BOL,Bolivia (Plurinational State of),Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,2202.0,CTS
BRA,Brazil,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,153855.0,CTS
BRB,Barbados,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,18.0,CTS
CHE,Switzerland,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,668.0,CTS
CHL,Chile,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,11269.0,CTS
COL,Colombia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,17562.0,CTS
CRI,Costa Rica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,424.0,CTS
CYP,Cyprus,Asia,Western Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,142.0,CTS
CZE,Czechia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,2547.0,CTS
DEU,Germany,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,2162.0,CTS
DMA,Dominica,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,7.0,CTS
ECU,Ecuador,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,162.0,CTS
ESP,Spain,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,7483.0,CTS
EST,Estonia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,412.0,CTS
FRA,France,Europe,Western Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,17425.0,CTS
GBR_NI,United Kingdom (Northern Ireland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,127.0,CTS
GBR_S,United Kingdom (Scotland),Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,519.0,CTS
GRC,Greece,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,2427.0,CTS
GRD,Grenada,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,18.0,CTS
GTM,Guatemala,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,685.0,CTS
GUY,Guyana,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,279.0,CTS
HKG,"China, Hong Kong Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,2821.0,CTS
HND,Honduras,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,4090.0,CTS
HRV,Croatia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,218.0,CTS
ITA,Italy,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,19404.0,CTS
KNA,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,6.0,CTS
LCA,Saint Lucia,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,7.0,CTS
LTU,Lithuania,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,725.0,CTS
LVA,Latvia,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,449.0,CTS
MAC,"China, Macao Special Administrative Region",Asia,Eastern Asia,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,436.0,CTS
MEX,Mexico,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,15531.0,CTS
MLT,Malta,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,33.0,CTS
MNE,Montenegro,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,178.0,CTS
NOR,Norway,Europe,Northern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,679.0,CTS
PER,Peru,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,16335.0,CTS
PRT,Portugal,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,1807.0,CTS
SLV,El Salvador,Americas,Latin America and the Caribbean,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,6.0,CTS
SRB,Serbia,Europe,Southern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,1857.0,CTS
SVK,Slovakia,Europe,Eastern Europe,Persons held,by selected crime,Drug trafficking,Total,Total,2022,Counts,1428.0,CTS
